,datetime,notification_type,notification_title,email_body,outage
139,2017-06-05 04:00:00,Utility,Power Outage - Huguenot Section (SI),"Notification issued 6/5/17 at 4:51 AM. Con Edison is responding to a power outage in the Huguenot section of Staten Island, including ZIP codes 10309 and 10312. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
140,2017-06-01 13:00:00,Utility,Power Outage - College Point (QN),"Notification issued 6/1/17 at 1:33 PM. Con Edison is responding to a power outage in the College Point section of Queens, including ZIP code 11356. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
141,2017-06-01 10:00:00,Utility,Power Outage - Bensonhurst (BK),"Notification issued 6/1/17 at 10:42 AM. Con Edison is responding to a power outage in the Bensonhurst section of Brooklyn, including parts of ZIP codes 11214 and 11223. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
142,2017-05-30 11:00:00,Utility,Power Outage - Richmond Hill (QN),"Notification issued 5/30/17 at 11:52 AM. Con Edison is responding to a power outage in the Richmond Hill section of Queens, including parts of ZIP code 11414. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing disability, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
143,2017-05-28 00:00:00,Utility,Power Outage - Middle Village (QN),"Notification issued 5/28/17 at 12:00 AM. Con Edison is responding to a power outage in the Middle Village section of Queens, including ZIP codes 11378 and 11373. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
144,2017-05-22 07:00:00,Utility,Power Outage - Laconia (BX),"Notification issued 5/22/17 at 7:18 AM. Con Edison is responding to a power outage in the Laconia section of The Bronx, including parts of ZIP codes 10467 and 10469. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
145,2017-05-08 15:00:00,Utility,Power Outage - Edenwald (BX),"Notification issued 5/8/17 at 3:45 PM. Con Edison is responding to a power outage in the Edenwald section of the Bronx, including ZIP code(s) 10466, 10469, 10475. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
146,2017-05-02 18:00:00,Utility,Power Outage - Hollis (QN),"Notification issued 5/2/17 at 6:02 PM. Con Edison is responding to a power outage in the Hollis section of Queens, including parts of ZIP codes 11412 and 11423. To report a loss of electric service, contact Con Edison at 1-800-752-6633. If you are affected by an outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1. Report power outages to Con Edison at 1-800-752-6633 or, if you have a speech or hearing impairment, report outages to 1-800-642-2308.",1
147,2017-05-01 14:00:00,Utility,Power Outage - Edenwald (BX),"Notification issued 5/1/17 at 2:26 PM. Con Edison is responding to a power outage in the Edenwald section of The Bronx, including parts of ZIP code 10466. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information. 

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
148,2017-04-29 13:00:00,Utility,Power Outage - Midwood (BK),"Notification issued 4/29/17 at 1:28 PM. Con Edison is responding to a power outage in the Midwood section of Brooklyn, including ZIP codes 11210 and 11234. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
149,2017-04-26 06:00:00,Utility,Power Outage - Wakefield Section (BX),"Notification issued 4/26/17 at 6:22 AM. Con Edison is responding to a power outage in the Wakefield section of The Bronx, including ZIP code(s) 10470 and 10466. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
150,2017-04-23 04:00:00,Utility,Power Outage - Jamaica (QN),"Notification issued 4/23/17 at 4:22 AM. Con Edison is responding to a power outage in Jamaica, Queens, including ZIP code 11411. Report power outages to Con Edison at 1-800-752-6633, or if you have a speech or hearing impairment, report outages to 1-800-642-2308. Please see http://www.coned.com/ for more information.

If you are affected by the outage, turn off all appliances, avoid downed and hanging power lines, and keep refrigerator and freezer doors closed to prevent food spoilage. Do not use generators indoors. If you are having a life threatening medical emergency and need immediate assistance, please dial 9-1-1.",1
